Full Name,First Name,Last Name,Specialty,Parent Organization Name,City,State,Zip,Target,Priority,Territory Description,Product1 Sales 2025,Total Product1 Scripts 2025,Total Product2 Scripts 2025,Product1 Sales JAN 2025,Change in Product1 Scripts JAN 24-25,Change in Product1 Scripts 24 vs 25,Product1 Sales 2024,Total Product1 Scripts 2024,Total Product2 Scripts 2024,Product1 Sales JAN 2024,Product1 Sales 2024.1,Product1 Sales 2019,Total Product1 Scripts 2019,Total Product2 Scripts 2019,Full_Address,Latitude,Longitude
FirstName2839 LastName2839,FirstName2839,LastName2839,Specialty6,NOVANT HEALTH CLEMMONS MEDICAL CENTER,CLEMMONS,NC,25678,,1,"RDU, NC",144,172,43,53,0,40,252,112,25,22,266,532,424,5,"7130 VILLAGE MEDICAL CIR, CLEMMONS, NC 27012",36.0273485,-80.399929
FirstName2840 LastName2840,FirstName2840,LastName2840,Specialty10,CONE HEALTH EMPLOYEE HEALTH AND WELLNESS AT GREENSBORO,GREENSBORO,NC,25677,,1,"RDU, NC",370,143,4,13,-2,40,37,31,67,48,225,643,454,0,"719 GREEN VALLEY RD, GREENSBORO, NC 27408",36.0931164,-79.8205742
FirstName2841 LastName2841,FirstName2841,LastName2841,Specialty1,CONE HEALTH WOMENS AND CHILDRENS CENTER AT MOSES CONE HOSPITAL,GREENSBORO,NC,25951,,3,"RDU, NC",153,9,11,72,-2,-57,496,93,82,3,292,261,377,4,"719 GREEN VALLEY RD, GREENSBORO, NC 27408",36.0931164,-79.8205742
FirstName2842 LastName2842,FirstName2842,LastName2842,Specialty7,ONE MEDICAL CARY - FENTON,CARY,NC,27597,,1,"RDU, NC",229,314,50,14,-6,-49,287,502,76,8,117,527,305,48,"720 FENTON MARKET WAY, CARY, NC 27511",35.7800811,-78.75791389999999
FirstName2843 LastName2843,FirstName2843,LastName2843,Specialty1,ONE MEDICAL CARY - FENTON,CARY,NC,25164,,0,"RDU, NC",270,277,4,34,-6,-65,559,524,30,68,5,444,637,20,"720 FENTON MARKET WAY, CARY, NC 27511",35.7800811,-78.75791389999999
FirstName2844 LastName2844,FirstName2844,LastName2844,Specialty6,DUKE PRIMARY CARE CREEDMOOR ROAD,RALEIGH,NC,27203,Prospect,0,"RDU, NC",102,240,8,22,4,-32,511,31,46,8,12,533,36,25,"7200 CREEDMOOR RD, RALEIGH, NC 27613",35.8848537,-78.6786315
FirstName2845 LastName2845,FirstName2845,LastName2845,Specialty6,UNC FAMILY MEDICINE AND PEDIATRICS AT WAKEFIELD,RALEIGH,NC,25801,,3,"RDU, NC",407,14,41,72,-3,2,487,187,3,31,298,211,134,55,"7200 CREEDMOOR RD, RALEIGH, NC 27613",35.8848537,-78.6786315
FirstName2846 LastName2846,FirstName2846,LastName2846,Specialty9,DUKE PRIMARY CARE CREEDMOOR ROAD,RALEIGH,NC,28762,,3,"RDU, NC",428,334,50,47,-4,54,442,56,14,32,336,197,252,54,"7200 CREEDMOOR RD, RALEIGH, NC 27613",35.8848537,-78.6786315
FirstName2847 LastName2847,FirstName2847,LastName2847,Specialty5,DUKE PRIMARY CARE CREEDMOOR ROAD,RALEIGH,NC,28755,,3,"RDU, NC",220,422,36,12,-5,-22,209,478,27,34,168,100,23,8,"7200 CREEDMOOR RD, RALEIGH, NC 27613",35.8848537,-78.6786315
FirstName2848 LastName2848,FirstName2848,LastName2848,Specialty3,DUKE PRIMARY CARE CREEDMOOR ROAD,RALEIGH,NC,27581,,2,"RDU, NC",385,71,12,12,1,38,514,247,0,10,339,528,486,26,"7200 CREEDMOOR RD, RALEIGH, NC 27613",35.8848537,-78.6786315
FirstName2849 LastName2849,FirstName2849,LastName2849,Specialty8,MINUTECLINIC,KNIGHTDALE,NC,24679,,0,"RDU, NC",121,64,47,76,6,-7,445,76,91,4,242,414,457,37,"7201 KNIGHTDALE BLVD, KNIGHTDALE, NC 27545",35.7990776,-78.48662449999999
FirstName2850 LastName2850,FirstName2850,LastName2850,Specialty1,,KNIGHTDALE,NC,26646,,3,"RDU, NC",236,15,29,68,-6,76,499,170,90,62,287,496,384,28,"7201 KNIGHTDALE BLVD, KNIGHTDALE, NC 27545",35.7990776,-78.48662449999999
FirstName2851 LastName2851,FirstName2851,LastName2851,Specialty3,CAPITAL DERMATOLOGY OF NC,RALEIGH,NC,29101,,0,"RDU, NC",245,43,26,50,6,-6,331,215,31,48,291,34,105,29,"7209 CREEDMOOR RD, RALEIGH, NC 27613",35.885756,-78.6799917
FirstName2852 LastName2852,FirstName2852,LastName2852,Specialty4,EDEN REHABILITATION AND HEALTHCARE CENTER,EDEN,NC,29507,,2,"RDU, NC",311,333,5,24,-4,19,521,564,9,59,264,395,361,23,"723 S VAN BUREN RD, EDEN, NC 27288",36.4881395,-79.74000699999999
FirstName2853 LastName2853,FirstName2853,LastName2853,Specialty10,DUKE RALEIGH HOSPITAL,RALEIGH,NC,26760,Prospect,0,"RDU, NC",384,187,51,51,2,8,235,163,36,71,62,531,153,60,"7283 NC HIGHWAY 42, RALEIGH, NC 27603",35.5917903,-78.6017446
FirstName2854 LastName2854,FirstName2854,LastName2854,Specialty8,VALDESE MEDICAL ASSOCIATES,RUTHERFORD COLLEGE,NC,27680,,2,"RDU, NC",272,2,43,3,-5,2,180,429,92,58,168,338,263,46,"730 MALCOLM BLVD, RUTHERFORD COLLEGE, NC 28671",35.7492038,-81.5239295
FirstName2855 LastName2855,FirstName2855,LastName2855,Specialty8,FAYETTEVILLE VA MEDICAL CENTER,FAYETTEVILLE,NC,28589,,3,"RDU, NC",97,329,45,79,-7,-47,471,526,34,33,203,461,566,54,"7300 S RAEFORD RD, FAYETTEVILLE, NC 28304",35.0320799,-79.0298234
FirstName2856 LastName2856,FirstName2856,LastName2856,Specialty9,RALEIGH FAMILY MEDICINE,RALEIGH,NC,25217,,1,"RDU, NC",256,422,20,23,-3,49,513,570,10,60,345,81,376,46,"7320 SIX FORKS RD, RALEIGH, NC 27615",35.8798938,-78.6455057
FirstName2857 LastName2857,FirstName2857,LastName2857,Specialty10,,HICKORY,NC,27512,,1,"RDU, NC",319,97,40,74,-11,-65,625,331,24,33,264,74,615,35,"735 8TH AVE NE, HICKORY, NC 28601",35.7400186,-81.3234394
FirstName2858 LastName2858,FirstName2858,LastName2858,Specialty2,CONE HEALTH WOMENS AND CHILDRENS CENTER AT MOSES CONE HOSPITAL,GREENSBORO,NC,29204,,2,"RDU, NC",375,274,50,70,3,-2,479,623,67,26,280,81,629,33,"7360 W FRIENDLY AVE, GREENSBORO, NC 27410",36.0856148,-79.93008230000001
FirstName2859 LastName2859,FirstName2859,LastName2859,Specialty8,VITALITY ANTI AGING CENTER,HICKORY,NC,28576,,0,"RDU, NC",238,94,34,41,4,59,668,516,10,52,211,470,484,36,"74 8TH ST SE, HICKORY, NC 28602",35.7329402,-81.3269285
FirstName2860 LastName2860,FirstName2860,LastName2860,Specialty9,ECU HEALTH FAMILY MEDICINE CHOCOWINITY,CHOCOWINITY,NC,27412,,2,"RDU, NC",101,176,10,55,-3,75,22,220,1,13,206,226,147,24,"740 BRAGAW LN, CHOCOWINITY, NC 27817",35.5083983,-77.0908032
FirstName2861 LastName2861,FirstName2861,LastName2861,Specialty7,,CHOCOWINITY,NC,24615,,0,"RDU, NC",108,120,36,57,-11,-5,292,496,67,5,308,566,564,24,"740 BRAGAW LN, CHOCOWINITY, NC 27817",35.5083983,-77.0908032
FirstName2862 LastName2862,FirstName2862,LastName2862,Specialty3,PHYSICIANS EAST KINSTON,KINSTON,NC,26500,,1,"RDU, NC",283,225,12,5,-7,-31,687,382,27,22,223,546,75,15,"744 AIRPORT RD, KINSTON, NC 28504",35.2961962,-77.5865661
FirstName2863 LastName2863,FirstName2863,LastName2863,Specialty10,FIRSTHEALTH CONVENIENT CARE WHISPERING PINES,WHISPERING PINES,NC,29619,,3,"RDU, NC",124,416,26,48,5,-42,202,5,77,40,260,566,566,17,"7473 NC 22 HWY, WHISPERING PINES, NC 28327",35.2464415,-79.40540039999999
FirstName2864 LastName2864,FirstName2864,LastName2864,Specialty2,,APEX,NC,28405,,2,"RDU, NC",341,407,16,68,5,-57,291,510,84,66,127,341,352,57,"749 SWEET LAUREL LN, APEX, NC 27523",35.7556606,-78.8304647
FirstName2865 LastName2865,FirstName2865,LastName2865,Specialty4,UNC FAMILY MEDICINE AT PITTSBORO,PITTSBORO,NC,26481,,0,"RDU, NC",11,168,15,28,-10,13,412,482,11,16,232,352,496,25,"75 FREEDOM PKWY, PITTSBORO, NC 27312",35.7521188,-79.1647989
FirstName2866 LastName2866,FirstName2866,LastName2866,Specialty3,CHATHAM HOSPITAL,PITTSBORO,NC,24558,,0,"RDU, NC",369,316,42,57,-3,73,169,428,7,0,129,332,638,16,"75 FREEDOM PKWY, PITTSBORO, NC 27312",35.7521188,-79.1647989
FirstName2867 LastName2867,FirstName2867,LastName2867,Specialty3,,PITTSBORO,NC,29156,,0,"RDU, NC",171,315,51,54,3,20,204,31,86,54,236,423,470,17,"75 FREEDOM PKWY, PITTSBORO, NC 27312",35.7521188,-79.1647989
FirstName2868 LastName2868,FirstName2868,LastName2868,Specialty7,UNC FAMILY MEDICINE AT PITTSBORO,PITTSBORO,NC,25194,,0,"RDU, NC",260,244,4,60,4,-20,640,620,53,70,93,481,299,32,"75 FREEDOM PKWY, PITTSBORO, NC 27312",35.7521188,-79.1647989
FirstName2869 LastName2869,FirstName2869,LastName2869,Specialty4,UNC FAMILY MEDICINE AT PITTSBORO,PITTSBORO,NC,27537,,0,"RDU, NC",133,86,51,28,-2,-66,3,357,19,44,326,79,193,30,"75 FREEDOM PKWY, PITTSBORO, NC 27312",35.7521188,-79.1647989
FirstName2870 LastName2870,FirstName2870,LastName2870,Specialty4,UNC FAMILY MEDICINE AT PITTSBORO,PITTSBORO,NC,27199,,1,"RDU, NC",81,214,45,4,-9,-59,413,495,90,25,127,313,217,57,"75 FREEDOM PKWY, PITTSBORO, NC 27312",35.7521188,-79.1647989
FirstName2871 LastName2871,FirstName2871,LastName2871,Specialty8,,CHAPEL HILL,NC,25416,,0,"RDU, NC",238,13,6,0,1,-15,316,89,36,43,330,625,582,3,"750 WEAVER DAIRY RD, CHAPEL HILL, NC 27514",35.96726400000001,-79.0376672
FirstName2872 LastName2872,FirstName2872,LastName2872,Specialty4,,RALEIGH,NC,27996,,1,"RDU, NC",83,170,47,74,5,-35,651,354,81,49,83,626,576,41,"7510 RAMBLE WAY, RALEIGH, NC 27616",35.8766726,-78.53843669999999
FirstName2873 LastName2873,FirstName2873,LastName2873,Specialty2,AVANCE PRIMARY CARE NORTHEAST RALEIGH,RALEIGH,NC,28146,,0,"RDU, NC",229,425,39,51,-12,-44,352,640,81,74,76,232,151,2,"7510 RAMBLE WAY, RALEIGH, NC 27616",35.8766726,-78.53843669999999
FirstName2874 LastName2874,FirstName2874,LastName2874,Specialty3,AVANCE PRIMARY CARE NORTHEAST RALEIGH,RALEIGH,NC,25892,,1,"RDU, NC",268,183,45,6,-2,-70,651,250,51,17,31,478,110,26,"7510 RAMBLE WAY, RALEIGH, NC 27616",35.8766726,-78.53843669999999
FirstName2875 LastName2875,FirstName2875,LastName2875,Specialty10,AVANCE PRIMARY CARE NORTHEAST RALEIGH,RALEIGH,NC,27227,,1,"RDU, NC",330,378,46,28,-6,-34,231,90,86,52,11,74,52,37,"7510 RAMBLE WAY, RALEIGH, NC 27616",35.8766726,-78.53843669999999
FirstName2876 LastName2876,FirstName2876,LastName2876,Specialty3,,MIDDLESEX,NC,27664,,1,"RDU, NC",226,45,34,78,-8,-33,340,341,30,27,265,622,185,21,"7540 MIDDLESEX CORPORATE PKWY, MIDDLESEX, NC 27557",35.795549,-78.192657
FirstName2877 LastName2877,FirstName2877,LastName2877,Specialty9,DUKE UNIVERSITY HOSPITAL,CARY,NC,27512,,0,"RDU, NC",196,114,32,35,-5,71,253,548,10,49,288,165,132,53,"7560 CARPENTER FIRE STATION RD, CARY, NC 27519",35.8231705,-78.89840050000001
FirstName2878 LastName2878,FirstName2878,LastName2878,Specialty5,WAKEMED PHYSICIAN PRACTICES MORRISVILLE OBGYN,CARY,NC,26224,,3,"RDU, NC",310,54,4,5,-6,47,255,324,98,17,215,116,516,61,"7560 CARPENTER FIRE STATION RD, CARY, NC 27519",35.8231705,-78.89840050000001
FirstName2879 LastName2879,FirstName2879,LastName2879,Specialty10,DUKE INFECTIOUS DISEASE CLINIC,CARY,NC,25528,,2,"RDU, NC",206,41,20,66,-12,-24,246,657,41,69,31,5,50,32,"7560 CARPENTER FIRE STATION RD, CARY, NC 27519",35.8231705,-78.89840050000001
FirstName2880 LastName2880,FirstName2880,LastName2880,Specialty3,NOVANT HEALTH NORTHWEST FAMILY MEDICINE,OAK RIDGE,NC,25225,,2,"RDU, NC",12,226,1,78,-13,-53,151,181,0,9,55,260,170,51,"7607 NC HIGHWAY 68 N, OAK RIDGE, NC 27310",36.21059230000001,-79.99047039999999
FirstName2881 LastName2881,FirstName2881,LastName2881,Specialty5,,OAK RIDGE,NC,26298,Prospect,1,"RDU, NC",248,90,17,11,6,-44,580,108,70,68,304,639,540,51,"7607 NC HIGHWAY 68 N, OAK RIDGE, NC 27310",36.21059230000001,-79.99047039999999
FirstName2882 LastName2882,FirstName2882,LastName2882,Specialty1,ATRIUM HEALTH PRIMARY CARE CAROLINA LAKES INTERNAL MEDICINE,INDIAN LAND,SC,25618,,2,"RDU, NC",185,346,45,32,2,79,241,10,78,49,116,405,419,30,"7666 CHARLOTTE HWY, INDIAN LAND, SC 29707",34.9345001,-80.8350614
FirstName2883 LastName2883,FirstName2883,LastName2883,Specialty2,ATRIUM HEALTH BARNETT FAMILY PRACTICE,INDIAN LAND,SC,27455,,2,"RDU, NC",322,267,47,5,-2,58,417,183,62,50,164,535,470,10,"7666 CHARLOTTE HWY, INDIAN LAND, SC 29707",34.9345001,-80.8350614
FirstName2884 LastName2884,FirstName2884,LastName2884,Specialty6,,INDIAN LAND,SC,25636,Prospect,0,"RDU, NC",197,305,37,9,-11,-12,394,433,57,42,341,322,515,22,"7666 CHARLOTTE HWY, INDIAN LAND, SC 29707",34.9345001,-80.8350614
FirstName2885 LastName2885,FirstName2885,LastName2885,Specialty9,ATRIUM HEALTH BARNETT FAMILY PRACTICE,INDIAN LAND,SC,28143,,2,"RDU, NC",280,363,1,20,-11,6,247,274,42,15,119,141,367,58,"7666 CHARLOTTE HWY, INDIAN LAND, SC 29707",34.9345001,-80.8350614
FirstName2886 LastName2886,FirstName2886,LastName2886,Specialty5,ATRIUM HEALTH CAROLINAS MEDICAL CENTER,INDIAN LAND,SC,25398,,1,"RDU, NC",159,314,17,35,-11,-72,193,45,76,71,235,116,531,37,"7666 CHARLOTTE HWY, INDIAN LAND, SC 29707",34.9345001,-80.8350614
FirstName2887 LastName2887,FirstName2887,LastName2887,Specialty10,ATRIUM HEALTH BARNETT FAMILY PRACTICE,INDIAN LAND,SC,27842,,2,"RDU, NC",288,269,25,42,2,12,69,32,96,24,304,351,47,27,"7666 CHARLOTTE HWY, INDIAN LAND, SC 29707",34.9345001,-80.8350614
FirstName2888 LastName2888,FirstName2888,LastName2888,Specialty6,LIVING WELL HEALTH AND WELLNESS CENTER,INDIAN LAND,SC,25880,,3,"RDU, NC",107,219,11,10,-1,-4,665,523,89,63,288,261,577,18,"7666 CHARLOTTE HWY, INDIAN LAND, SC 29707",34.9345001,-80.8350614
FirstName2889 LastName2889,FirstName2889,LastName2889,Specialty2,SKILLED NURSING AT SARDIS OAKS,INDIAN LAND,SC,25109,,3,"RDU, NC",185,150,36,46,-5,-75,662,102,52,9,224,79,169,9,"7666 CHARLOTTE HWY, INDIAN LAND, SC 29707",34.9345001,-80.8350614
FirstName2890 LastName2890,FirstName2890,LastName2890,Specialty3,"NEWTON FAMILY PHYSICIANS, PA",NEWTON,NC,28826,,3,"RDU, NC",109,96,38,16,-12,47,466,95,22,21,209,413,351,15,"767 W 1ST ST, NEWTON, NC 28658",35.6662079,-81.23286329999999
FirstName2891 LastName2891,FirstName2891,LastName2891,Specialty2,"NEWTON FAMILY PHYSICIANS, PA",NEWTON,NC,28631,,0,"RDU, NC",230,391,45,33,-4,-57,591,67,16,39,273,111,279,35,"767 W 1ST ST, NEWTON, NC 28658",35.6662079,-81.23286329999999
FirstName2892 LastName2892,FirstName2892,LastName2892,Specialty3,"NEWTON FAMILY PHYSICIANS, PA",NEWTON,NC,25994,Target,3,"RDU, NC",369,413,44,64,-9,-78,535,586,18,27,119,508,232,20,"767 W 1ST ST, NEWTON, NC 28658",35.6662079,-81.23286329999999
FirstName2893 LastName2893,FirstName2893,LastName2893,Specialty1,"NEWTON FAMILY PHYSICIANS, PA",NEWTON,NC,29632,,2,"RDU, NC",229,1,45,26,4,-15,616,572,99,33,148,500,473,39,"767 W 1ST ST, NEWTON, NC 28658",35.6662079,-81.23286329999999
FirstName2894 LastName2894,FirstName2894,LastName2894,Specialty1,"NEWTON FAMILY PHYSICIANS, PA",NEWTON,NC,26926,,2,"RDU, NC",98,381,34,2,1,-25,318,276,30,68,80,126,334,21,"767 W 1ST ST, NEWTON, NC 28658",35.6662079,-81.23286329999999
FirstName2895 LastName2895,FirstName2895,LastName2895,Specialty4,"NEWTON FAMILY PHYSICIANS, PA",NEWTON,NC,25246,,0,"RDU, NC",282,182,40,27,4,-59,424,445,77,9,122,260,225,16,"767 W 1ST ST, NEWTON, NC 28658",35.6662079,-81.23286329999999
FirstName2896 LastName2896,FirstName2896,LastName2896,Specialty3,"NEWTON FAMILY PHYSICIANS, PA",NEWTON,NC,27363,,0,"RDU, NC",368,166,28,38,6,-59,424,134,34,66,55,244,535,39,"767 W 1ST ST, NEWTON, NC 28658",35.6662079,-81.23286329999999
FirstName2897 LastName2897,FirstName2897,LastName2897,Specialty10,"NEWTON FAMILY PHYSICIANS, PA",NEWTON,NC,26644,Prospect,3,"RDU, NC",209,345,28,30,1,-69,22,642,10,28,46,299,439,53,"767 W 1ST ST, NEWTON, NC 28658",35.6662079,-81.23286329999999
FirstName2898 LastName2898,FirstName2898,LastName2898,Specialty2,MINUTECLINIC,INDIAN LAND,SC,26250,Prospect,3,"RDU, NC",368,380,3,9,1,-62,157,363,34,6,15,190,80,40,"7697 CHARLOTTE HWY, INDIAN LAND, SC 29707",34.935453,-80.8370323
FirstName2899 LastName2899,FirstName2899,LastName2899,Specialty1,APPALACHIAN MOUNTAIN COMMUNITY HEALTH CENTERS,ASHEVILLE,NC,26474,,1,"RDU, NC",304,133,44,32,-10,77,524,87,81,60,183,336,68,46,"77 MCDOWELL ST, ASHEVILLE, NC 28801",35.5811947,-82.5542538
FirstName2900 LastName2900,FirstName2900,LastName2900,Specialty6,"DUKE PRIVATE DIAGNOSTIC CLINIC, PLLC",CHAPEL HILL,NC,24863,,3,"RDU, NC",190,143,24,25,-10,45,273,124,30,41,3,103,75,22,"77 VILCOM CENTER DR, CHAPEL HILL, NC 27514",35.9654681,-79.0509807
FirstName2901 LastName2901,FirstName2901,LastName2901,Specialty2,NORTH CAROLINA CHILDRENS HOSPITAL,CHAPEL HILL,NC,25783,Target,0,"RDU, NC",345,306,41,70,7,12,413,234,5,22,218,473,278,44,"77 VILCOM CENTER DR, CHAPEL HILL, NC 27514",35.9654681,-79.0509807
FirstName2902 LastName2902,FirstName2902,LastName2902,Specialty10,,CHAPEL HILL,NC,26454,Prospect,2,"RDU, NC",201,183,22,26,-10,25,73,358,23,3,333,349,413,12,"77 VILCOM CENTER DR, CHAPEL HILL, NC 27514",35.9654681,-79.0509807
FirstName2903 LastName2903,FirstName2903,LastName2903,Specialty4,"DUKE PRIVATE DIAGNOSTIC CLINIC, PLLC",CHAPEL HILL,NC,29303,,2,"RDU, NC",193,293,7,50,-2,30,600,367,3,11,209,619,248,35,"77 VILCOM CENTER DR, CHAPEL HILL, NC 27514",35.9654681,-79.0509807
FirstName2904 LastName2904,FirstName2904,LastName2904,Specialty1,"DUKE PRIVATE DIAGNOSTIC CLINIC, PLLC",CHAPEL HILL,NC,25738,Target,2,"RDU, NC",2,404,7,69,-12,-63,288,632,0,59,336,232,92,12,"77 VILCOM CENTER DR, CHAPEL HILL, NC 27514",35.9654681,-79.0509807
FirstName2905 LastName2905,FirstName2905,LastName2905,Specialty8,"DUKE PRIVATE DIAGNOSTIC CLINIC, PLLC",CHAPEL HILL,NC,25749,,1,"RDU, NC",37,254,40,76,-5,15,80,58,53,15,181,510,50,61,"77 VILCOM CENTER DR, CHAPEL HILL, NC 27514",35.9654681,-79.0509807
FirstName2906 LastName2906,FirstName2906,LastName2906,Specialty3,"DUKE PRIVATE DIAGNOSTIC CLINIC, PLLC",CHAPEL HILL,NC,25524,Target,2,"RDU, NC",423,1,12,17,-1,-29,511,293,30,12,119,434,156,43,"77 VILCOM CENTER DR, CHAPEL HILL, NC 27514",35.9654681,-79.0509807
FirstName2907 LastName2907,FirstName2907,LastName2907,Specialty4,ATRIUM HEALTH WAKE FOREST BAPTIST INTERNAL MEDICINE HIGHLAND OAKS,WINSTON SALEM,NC,29278,,2,"RDU, NC",236,25,14,19,-1,-69,684,297,52,68,90,114,14,17,"770 HIGHLAND OAKS DR, WINSTON SALEM, NC 27103",36.059217,-80.30293569999999
FirstName2908 LastName2908,FirstName2908,LastName2908,Specialty6,WALK IN FAMILY CARE,CARY,NC,28723,,1,"RDU, NC",262,174,47,56,-1,-61,479,658,22,45,271,140,347,28,"7718 CHAPEL HILL RD, CARY, NC 27513",35.79671099999999,-78.7602939
FirstName2909 LastName2909,FirstName2909,LastName2909,Specialty6,WAKEMED MYCARE 365 TEN TEN,RALEIGH,NC,27902,,3,"RDU, NC",131,86,1,8,-8,48,674,554,16,10,22,553,418,16,"7750 10 10 RD, RALEIGH, NC 27603",35.6673123,-78.70157429999999
FirstName2910 LastName2910,FirstName2910,LastName2910,Specialty10,AVANCE CARE WEST CARY,CARY,NC,25734,,0,"RDU, NC",324,109,51,23,5,17,244,133,69,7,347,586,368,55,"7750 MCCRIMMON PKWY, CARY, NC 27519",35.8301118,-78.90952209999999
FirstName2911 LastName2911,FirstName2911,LastName2911,Specialty9,,CARY,NC,25962,,0,"RDU, NC",272,76,23,66,-2,-70,192,647,7,36,343,397,292,47,"7750 MCCRIMMON PKWY, CARY, NC 27519",35.8301118,-78.90952209999999
FirstName2912 LastName2912,FirstName2912,LastName2912,Specialty1,NOVANT HEALTH LAKESIDE PRIMARY CARE SPEEDWAY,CONCORD,NC,26059,,3,"RDU, NC",167,147,12,52,5,-22,573,15,74,29,233,576,318,38,"7752 GATEWAY LN NW, CONCORD, NC 28027",35.3681944,-80.70993229999999
FirstName2913 LastName2913,FirstName2913,LastName2913,Specialty8,NOVANT HEALTH LAKESIDE PRIMARY CARE SPEEDWAY,CONCORD,NC,29408,,2,"RDU, NC",233,372,15,42,0,-69,633,168,27,27,287,131,96,16,"7752 GATEWAY LN NW, CONCORD, NC 28027",35.3681944,-80.70993229999999
FirstName2914 LastName2914,FirstName2914,LastName2914,Specialty7,,CONCORD,NC,25332,,0,"RDU, NC",184,206,35,70,-3,67,632,531,30,20,175,460,383,30,"7752 GATEWAY LN NW, CONCORD, NC 28027",35.3681944,-80.70993229999999
FirstName2915 LastName2915,FirstName2915,LastName2915,Specialty5,ATRIUM HEALTH CLEVELAND,CONCORD,NC,29124,,0,"RDU, NC",406,309,51,59,6,19,215,456,4,53,4,236,366,55,"7752 GATEWAY LN NW, CONCORD, NC 28027",35.3681944,-80.70993229999999
FirstName2916 LastName2916,FirstName2916,LastName2916,Specialty7,NOVANT HEALTH MATTHEWS MEDICAL CENTER,CONCORD,NC,28677,,0,"RDU, NC",72,175,45,14,-4,-53,57,287,4,50,116,198,71,36,"7752 GATEWAY LN NW, CONCORD, NC 28027",35.3681944,-80.70993229999999
FirstName2917 LastName2917,FirstName2917,LastName2917,Specialty1,NOVANT HEALTH FORSYTH MEDICAL CENTER,WINSTON SALEM,NC,27014,,2,"RDU, NC",418,240,0,52,-3,-74,246,125,100,36,163,452,29,52,"7781 N POINT BLVD, WINSTON SALEM, NC 27106",36.1507153,-80.28054700000001
FirstName2918 LastName2918,FirstName2918,LastName2918,Specialty1,ATRIUM HEALTH CAROLINAS MEDICAL CENTER,CHARLOTTE,NC,29244,,0,"RDU, NC",51,320,19,56,-5,5,493,567,99,62,189,294,472,29,"7800 PROVIDENCE RD, CHARLOTTE, NC 28226",35.10080130000001,-80.7796989
FirstName2919 LastName2919,FirstName2919,LastName2919,Specialty5,ATRIUM HEALTH LEVINE CHILDRENS ARBORETUM PEDIATRICS,CHARLOTTE,NC,26586,,1,"RDU, NC",216,138,19,66,-9,27,19,278,7,48,59,196,451,3,"7800 PROVIDENCE RD, CHARLOTTE, NC 28226",35.10080130000001,-80.7796989
FirstName2920 LastName2920,FirstName2920,LastName2920,Specialty6,ATRIUM HEALTH CAROLINAS MEDICAL CENTER,CHARLOTTE,NC,24613,,3,"RDU, NC",183,22,34,5,-4,-6,691,634,4,48,160,39,418,33,"7800 PROVIDENCE RD, CHARLOTTE, NC 28226",35.10080130000001,-80.7796989
FirstName2921 LastName2921,FirstName2921,LastName2921,Specialty7,ATRIUM HEALTH CAROLINAS MEDICAL CENTER,CHARLOTTE,NC,26846,,1,"RDU, NC",143,104,9,78,2,17,38,57,45,57,341,431,322,1,"7800 PROVIDENCE RD, CHARLOTTE, NC 28226",35.10080130000001,-80.7796989
FirstName2922 LastName2922,FirstName2922,LastName2922,Specialty2,,MATTHEWS,NC,26271,,2,"RDU, NC",293,383,28,48,-7,-66,565,166,83,68,100,282,32,46,"7800 STEVENS MILL RD, MATTHEWS, NC 28104",35.1400564,-80.6235858
FirstName2923 LastName2923,FirstName2923,LastName2923,Specialty4,NOVANT HEALTH HEMBY CHILDRENS HOSPITAL,MATTHEWS,NC,27460,,3,"RDU, NC",392,294,30,42,3,54,102,648,81,1,84,50,391,42,"7800 STEVENS MILL RD, MATTHEWS, NC 28104",35.1400564,-80.6235858
FirstName2924 LastName2924,FirstName2924,LastName2924,Specialty4,NOVANT HEALTH PRIMARY CARE FOXCROFT,CHARLOTTE,NC,25560,,0,"RDU, NC",232,279,6,66,7,-1,35,161,9,41,164,5,120,37,"7804 FAIRVIEW RD, CHARLOTTE, NC 28226",35.1470056,-80.80904819999999
FirstName2925 LastName2925,FirstName2925,LastName2925,Specialty5,NOVANT HEALTH PRIMARY CARE FOXCROFT,CHARLOTTE,NC,29379,,2,"RDU, NC",278,17,14,21,3,-53,506,303,64,60,150,72,640,48,"7804 FAIRVIEW RD, CHARLOTTE, NC 28226",35.1470056,-80.80904819999999
FirstName2926 LastName2926,FirstName2926,LastName2926,Specialty6,NOVANT HEALTH MATTHEWS MEDICAL CENTER,CHARLOTTE,NC,25769,Prospect,0,"RDU, NC",356,66,11,48,-3,75,269,645,73,14,306,463,596,18,"7804 FAIRVIEW RD, CHARLOTTE, NC 28226",35.1470056,-80.80904819999999
FirstName2927 LastName2927,FirstName2927,LastName2927,Specialty8,NOVANT HEALTH PRIMARY CARE FOXCROFT,CHARLOTTE,NC,27484,Target,2,"RDU, NC",222,365,26,7,4,-59,512,536,35,53,288,70,42,36,"7804 FAIRVIEW RD, CHARLOTTE, NC 28226",35.1470056,-80.80904819999999
FirstName2928 LastName2928,FirstName2928,LastName2928,Specialty6,,HOLLY SPRINGS,NC,28759,,2,"RDU, NC",91,324,19,31,-13,47,662,342,6,17,122,323,164,40,"781 AVENT FERRY RD, HOLLY SPRINGS, NC 27540",35.643199,-78.8375631
